Year,Cluster,Indicator,Attribute,Value,Province,Area Council
2025,Food Security,Staple Crop Production,banana,75,Tafea,North Tanna
2025,Food Security,Staple Crop Production,banana,75,Tafea,West Tanna
2025,Food Security,Staple Crop Production,banana,75,Tafea,Middle Bush Tanna
2025,Food Security,Staple Crop Production,banana,75,Tafea,South West Tanna
2025,Food Security,Staple Crop Production,banana,75,Tafea,Whitesands
2025,Food Security,Staple Crop Production,banana,75,Tafea,South Tanna
2025,Food Security,Staple Crop Production,banana,75,Tafea,Futuna
2025,Food Security,Staple Crop Production,banana,75,Tafea,Aneityum
2025,Food Security,Staple Crop Production,island cabbage,125,Torba,Torres
2025,Food Security,Staple Crop Production,island cabbage,125,Torba,Ureparapara
2025,Food Security,Staple Crop Production,island cabbage,125,Torba,Motalava
2025,Food Security,Staple Crop Production,island cabbage,125,Torba,East Vanualava
2025,Food Security,Staple Crop Production,island cabbage,125,Torba,West Vanualava
2025,Food Security,Staple Crop Production,island cabbage,125,Torba,Mota
2025,Food Security,Staple Crop Production,island cabbage,125,Torba,East Gaua
2025,Food Security,Staple Crop Production,island cabbage,125,Torba,West Gaua
2025,Food Security,Staple Crop Production,island cabbage,125,Torba,Merelava
2025,Food Security,Staple Crop Production,island cabbage,125,Sanma,Luganville
2025,Food Security,Staple Crop Production,island cabbage,125,Sanma,North West Santo
2025,Food Security,Staple Crop Production,island cabbage,125,Sanma,Big Bay Coast
2025,Food Security,Staple Crop Production,island cabbage,125,Sanma,Big Bay Inland
2025,Food Security,Staple Crop Production,island cabbage,125,Sanma,West Santo
2025,Food Security,Staple Crop Production,island cabbage,125,Sanma,South Santo 1
2025,Food Security,Staple Crop Production,island cabbage,125,Sanma,South Santo 2
2025,Food Security,Staple Crop Production,island cabbage,125,Sanma,East Santo
2025,Food Security,Staple Crop Production,island cabbage,125,Sanma,South East Santo
2025,Food Security,Staple Crop Production,island cabbage,125,Sanma,Canal Fanafo
2025,Food Security,Staple Crop Production,island cabbage,125,Sanma,West Malo
2025,Food Security,Staple Crop Production,island cabbage,125,Sanma,East Malo
2025,Food Security,Staple Crop Production,island cabbage,125,Penama,West Ambae
2025,Food Security,Staple Crop Production,island cabbage,125,Penama,North Ambae
2025,Food Security,Staple Crop Production,island cabbage,125,Penama,East Ambae
2025,Food Security,Staple Crop Production,island cabbage,125,Penama,South Ambae
2025,Food Security,Staple Crop Production,island cabbage,125,Penama,North Maewo
2025,Food Security,Staple Crop Production,island cabbage,125,Penama,South Maewo
2025,Food Security,Staple Crop Production,island cabbage,125,Penama,North Pentecost
2025,Food Security,Staple Crop Production,island cabbage,125,Penama,Central Pentecost 1
2025,Food Security,Staple Crop Production,island cabbage,125,Penama,Central Pentecost 2
2025,Food Security,Staple Crop Production,island cabbage,125,Penama,South Pentecost
2025,Food Security,Staple Crop Production,island cabbage,125,Malampa,North West Malekula
2025,Food Security,Staple Crop Production,island cabbage,125,Malampa,North East Malekula
2025,Food Security,Staple Crop Production,island cabbage,125,Malampa,Central Malekula
2025,Food Security,Staple Crop Production,island cabbage,125,Malampa,South West Malekula
2025,Food Security,Staple Crop Production,island cabbage,125,Malampa,South East Malekula
2025,Food Security,Staple Crop Production,island cabbage,125,Malampa,South Malekula
2025,Food Security,Staple Crop Production,island cabbage,125,Malampa,North Ambrym
2025,Food Security,Staple Crop Production,island cabbage,125,Malampa,West Ambrym
2025,Food Security,Staple Crop Production,island cabbage,125,Malampa,South East Ambrym
2025,Food Security,Staple Crop Production,island cabbage,125,Malampa,Paama
2025,Food Security,Staple Crop Production,island cabbage,125,Shefa,Port Vila
2025,Food Security,Staple Crop Production,island cabbage,125,Shefa,Vermali
2025,Food Security,Staple Crop Production,island cabbage,125,Shefa,Vermaul
2025,Food Security,Staple Crop Production,island cabbage,125,Shefa,Varisu
2025,Food Security,Staple Crop Production,island cabbage,125,Shefa,South Epi
2025,Food Security,Staple Crop Production,island cabbage,125,Shefa,North Tongoa
2025,Food Security,Staple Crop Production,island cabbage,125,Shefa,Makimae
2025,Food Security,Staple Crop Production,island cabbage,125,Shefa,Tongariki
2025,Food Security,Staple Crop Production,island cabbage,125,Shefa,Nguna
2025,Food Security,Staple Crop Production,island cabbage,125,Shefa,Emau
2025,Food Security,Staple Crop Production,island cabbage,125,Shefa,Malorua
2025,Food Security,Staple Crop Production,island cabbage,125,Shefa,North Efate
2025,Food Security,Staple Crop Production,island cabbage,125,Shefa,Mele
2025,Food Security,Staple Crop Production,island cabbage,125,Shefa,Tanvasoko
2025,Food Security,Staple Crop Production,island cabbage,125,Shefa,Ifira
2025,Food Security,Staple Crop Production,island cabbage,125,Shefa,Pango
2025,Food Security,Staple Crop Production,island cabbage,125,Shefa,Erakor
2025,Food Security,Staple Crop Production,island cabbage,125,Shefa,Eratap
2025,Food Security,Staple Crop Production,island cabbage,125,Shefa,Eton
2025,Food Security,Staple Crop Production,island cabbage,125,Tafea,North Erromango
2025,Food Security,Staple Crop Production,island cabbage,125,Tafea,South Erromango
2025,Food Security,Staple Crop Production,island cabbage,125,Tafea,Aniwa
2025,Food Security,Staple Crop Production,island cabbage,125,Tafea,North Tanna
2025,Food Security,Staple Crop Production,island cabbage,125,Tafea,West Tanna
2025,Food Security,Staple Crop Production,island cabbage,125,Tafea,Middle Bush Tanna
2025,Food Security,Staple Crop Production,island cabbage,125,Tafea,South West Tanna
2025,Food Security,Staple Crop Production,island cabbage,125,Tafea,Whitesands
2025,Food Security,Staple Crop Production,island cabbage,125,Tafea,South Tanna
2025,Food Security,Staple Crop Production,island cabbage,125,Tafea,Futuna
2025,Food Security,Staple Crop Production,island cabbage,125,Tafea,Aneityum
2025,Food Security,Staple Crop Production,kumala,120,Torba,Torres
2025,Food Security,Staple Crop Production,kumala,120,Torba,Ureparapara
2025,Food Security,Staple Crop Production,kumala,120,Torba,Motalava
2025,Food Security,Staple Crop Production,kumala,120,Torba,East Vanualava
2025,Food Security,Staple Crop Production,kumala,120,Torba,West Vanualava
2025,Food Security,Staple Crop Production,kumala,120,Torba,Mota
2025,Food Security,Staple Crop Production,kumala,120,Torba,East Gaua
2025,Food Security,Staple Crop Production,kumala,120,Torba,West Gaua
2025,Food Security,Staple Crop Production,kumala,120,Torba,Merelava
2025,Food Security,Staple Crop Production,kumala,120,Sanma,Luganville
2025,Food Security,Staple Crop Production,kumala,120,Sanma,North West Santo
2025,Food Security,Staple Crop Production,kumala,120,Sanma,Big Bay Coast
2025,Food Security,Staple Crop Production,kumala,120,Sanma,Big Bay Inland
2025,Food Security,Staple Crop Production,kumala,120,Sanma,West Santo
2025,Food Security,Staple Crop Production,kumala,120,Sanma,South Santo 1
2025,Food Security,Staple Crop Production,kumala,120,Sanma,South Santo 2
2025,Food Security,Staple Crop Production,kumala,120,Sanma,East Santo
2025,Food Security,Staple Crop Production,kumala,120,Sanma,South East Santo
2025,Food Security,Staple Crop Production,kumala,120,Sanma,Canal Fanafo
2025,Food Security,Staple Crop Production,kumala,120,Sanma,West Malo
2025,Food Security,Staple Crop Production,kumala,120,Sanma,East Malo
2025,Food Security,Staple Crop Production,kumala,120,Penama,West Ambae
2025,Food Security,Staple Crop Production,kumala,120,Penama,North Ambae
2025,Food Security,Staple Crop Production,kumala,120,Penama,East Ambae
2025,Food Security,Staple Crop Production,kumala,120,Penama,South Ambae
2025,Food Security,Staple Crop Production,kumala,120,Penama,North Maewo
2025,Food Security,Staple Crop Production,kumala,120,Penama,South Maewo
2025,Food Security,Staple Crop Production,kumala,120,Penama,North Pentecost
2025,Food Security,Staple Crop Production,kumala,120,Penama,Central Pentecost 1
2025,Food Security,Staple Crop Production,kumala,120,Penama,Central Pentecost 2
2025,Food Security,Staple Crop Production,kumala,120,Penama,South Pentecost
2025,Food Security,Staple Crop Production,kumala,120,Malampa,North West Malekula
2025,Food Security,Staple Crop Production,kumala,120,Malampa,North East Malekula
2025,Food Security,Staple Crop Production,kumala,120,Malampa,Central Malekula
2025,Food Security,Staple Crop Production,kumala,120,Malampa,South West Malekula
2025,Food Security,Staple Crop Production,kumala,120,Malampa,South East Malekula
2025,Food Security,Staple Crop Production,kumala,120,Malampa,South Malekula
2025,Food Security,Staple Crop Production,kumala,120,Malampa,North Ambrym
2025,Food Security,Staple Crop Production,kumala,120,Malampa,West Ambrym
2025,Food Security,Staple Crop Production,kumala,120,Malampa,South East Ambrym
2025,Food Security,Staple Crop Production,kumala,120,Malampa,Paama
2025,Food Security,Staple Crop Production,kumala,120,Shefa,Port Vila
2025,Food Security,Staple Crop Production,kumala,120,Shefa,Vermali
2025,Food Security,Staple Crop Production,kumala,120,Shefa,Vermaul
2025,Food Security,Staple Crop Production,kumala,120,Shefa,Varisu
2025,Food Security,Staple Crop Production,kumala,120,Shefa,South Epi
2025,Food Security,Staple Crop Production,kumala,120,Shefa,North Tongoa
2025,Food Security,Staple Crop Production,kumala,120,Shefa,Makimae
2025,Food Security,Staple Crop Production,kumala,120,Shefa,Tongariki
2025,Food Security,Staple Crop Production,kumala,120,Shefa,Nguna
2025,Food Security,Staple Crop Production,kumala,120,Shefa,Emau
2025,Food Security,Staple Crop Production,kumala,120,Shefa,Malorua
2025,Food Security,Staple Crop Production,kumala,120,Shefa,North Efate
2025,Food Security,Staple Crop Production,kumala,120,Shefa,Mele
2025,Food Security,Staple Crop Production,kumala,120,Shefa,Tanvasoko
2025,Food Security,Staple Crop Production,kumala,120,Shefa,Ifira
2025,Food Security,Staple Crop Production,kumala,120,Shefa,Pango
2025,Food Security,Staple Crop Production,kumala,120,Shefa,Erakor
2025,Food Security,Staple Crop Production,kumala,120,Shefa,Eratap
2025,Food Security,Staple Crop Production,kumala,120,Shefa,Eton
2025,Food Security,Staple Crop Production,kumala,120,Tafea,North Erromango
2025,Food Security,Staple Crop Production,kumala,120,Tafea,South Erromango
2025,Food Security,Staple Crop Production,kumala,120,Tafea,Aniwa
2025,Food Security,Staple Crop Production,kumala,120,Tafea,North Tanna
2025,Food Security,Staple Crop Production,kumala,120,Tafea,West Tanna
2025,Food Security,Staple Crop Production,kumala,120,Tafea,Middle Bush Tanna
2025,Food Security,Staple Crop Production,kumala,120,Tafea,South West Tanna
2025,Food Security,Staple Crop Production,kumala,120,Tafea,Whitesands
2025,Food Security,Staple Crop Production,kumala,120,Tafea,South Tanna
2025,Food Security,Staple Crop Production,kumala,120,Tafea,Futuna
2025,Food Security,Staple Crop Production,kumala,120,Tafea,Aneityum
2025,Food Security,Staple Crop Production,manioc,40,Torba,Torres
2025,Food Security,Staple Crop Production,manioc,40,Torba,Ureparapara
2025,Food Security,Staple Crop Production,manioc,40,Torba,Motalava
2025,Food Security,Staple Crop Production,manioc,40,Torba,East Vanualava
2025,Food Security,Staple Crop Production,manioc,40,Torba,West Vanualava
2025,Food Security,Staple Crop Production,manioc,40,Torba,Mota
2025,Food Security,Staple Crop Production,manioc,40,Torba,East Gaua
2025,Food Security,Staple Crop Production,manioc,40,Torba,West Gaua
2025,Food Security,Staple Crop Production,manioc,40,Torba,Merelava
2025,Food Security,Staple Crop Production,manioc,40,Sanma,Luganville
2025,Food Security,Staple Crop Production,manioc,40,Sanma,North West Santo
2025,Food Security,Staple Crop Production,manioc,40,Sanma,Big Bay Coast
2025,Food Security,Staple Crop Production,manioc,40,Sanma,Big Bay Inland
2025,Food Security,Staple Crop Production,manioc,40,Sanma,West Santo
2025,Food Security,Staple Crop Production,manioc,40,Sanma,South Santo 1
2025,Food Security,Staple Crop Production,manioc,40,Sanma,South Santo 2
2025,Food Security,Staple Crop Production,manioc,40,Sanma,East Santo
2025,Food Security,Staple Crop Production,manioc,40,Sanma,South East Santo
2025,Food Security,Staple Crop Production,manioc,40,Sanma,Canal Fanafo
2025,Food Security,Staple Crop Production,manioc,40,Sanma,West Malo
2025,Food Security,Staple Crop Production,manioc,40,Sanma,East Malo
2025,Food Security,Staple Crop Production,manioc,40,Penama,West Ambae
2025,Food Security,Staple Crop Production,manioc,40,Penama,North Ambae
2025,Food Security,Staple Crop Production,manioc,40,Penama,East Ambae
2025,Food Security,Staple Crop Production,manioc,40,Penama,South Ambae
2025,Food Security,Staple Crop Production,manioc,40,Penama,North Maewo
2025,Food Security,Staple Crop Production,manioc,40,Penama,South Maewo
2025,Food Security,Staple Crop Production,manioc,40,Penama,North Pentecost
2025,Food Security,Staple Crop Production,manioc,40,Penama,Central Pentecost 1
2025,Food Security,Staple Crop Production,manioc,40,Penama,Central Pentecost 2
2025,Food Security,Staple Crop Production,manioc,40,Penama,South Pentecost
2025,Food Security,Staple Crop Production,manioc,40,Malampa,North West Malekula
2025,Food Security,Staple Crop Production,manioc,40,Malampa,North East Malekula
2025,Food Security,Staple Crop Production,manioc,40,Malampa,Central Malekula
2025,Food Security,Staple Crop Production,manioc,40,Malampa,South West Malekula
2025,Food Security,Staple Crop Production,manioc,40,Malampa,South East Malekula
2025,Food Security,Staple Crop Production,manioc,40,Malampa,South Malekula
2025,Food Security,Staple Crop Production,manioc,40,Malampa,North Ambrym
2025,Food Security,Staple Crop Production,manioc,40,Malampa,West Ambrym
2025,Food Security,Staple Crop Production,manioc,40,Malampa,South East Ambrym
2025,Food Security,Staple Crop Production,manioc,40,Malampa,Paama
2025,Food Security,Staple Crop Production,manioc,40,Shefa,Port Vila
2025,Food Security,Staple Crop Production,manioc,40,Shefa,Vermali
2025,Food Security,Staple Crop Production,manioc,40,Shefa,Vermaul
2025,Food Security,Staple Crop Production,manioc,40,Shefa,Varisu
2025,Food Security,Staple Crop Production,manioc,40,Shefa,South Epi
2025,Food Security,Staple Crop Production,manioc,40,Shefa,North Tongoa
2025,Food Security,Staple Crop Production,manioc,40,Shefa,Makimae
2025,Food Security,Staple Crop Production,manioc,40,Shefa,Tongariki
2025,Food Security,Staple Crop Production,manioc,40,Shefa,Nguna
2025,Food Security,Staple Crop Production,manioc,40,Shefa,Emau
2025,Food Security,Staple Crop Production,manioc,40,Shefa,Malorua
2025,Food Security,Staple Crop Production,manioc,40,Shefa,North Efate
2025,Food Security,Staple Crop Production,manioc,40,Shefa,Mele
2025,Food Security,Staple Crop Production,manioc,40,Shefa,Tanvasoko
2025,Food Security,Staple Crop Production,manioc,40,Shefa,Ifira
2025,Food Security,Staple Crop Production,manioc,40,Shefa,Pango
2025,Food Security,Staple Crop Production,manioc,40,Shefa,Erakor
2025,Food Security,Staple Crop Production,manioc,40,Shefa,Eratap
2025,Food Security,Staple Crop Production,manioc,40,Shefa,Eton
2025,Food Security,Staple Crop Production,manioc,40,Tafea,North Erromango
2025,Food Security,Staple Crop Production,manioc,40,Tafea,South Erromango
2025,Food Security,Staple Crop Production,manioc,40,Tafea,Aniwa
2025,Food Security,Staple Crop Production,manioc,40,Tafea,North Tanna
2025,Food Security,Staple Crop Production,manioc,40,Tafea,West Tanna
2025,Food Security,Staple Crop Production,manioc,40,Tafea,Middle Bush Tanna
2025,Food Security,Staple Crop Production,manioc,40,Tafea,South West Tanna
2025,Food Security,Staple Crop Production,manioc,40,Tafea,Whitesands
2025,Food Security,Staple Crop Production,manioc,40,Tafea,South Tanna
2025,Food Security,Staple Crop Production,manioc,40,Tafea,Futuna
2025,Food Security,Staple Crop Production,manioc,40,Tafea,Aneityum
2025,Food Security,Staple Crop Production,taro,150,Torba,Torres
2025,Food Security,Staple Crop Production,taro,150,Torba,Ureparapara
2025,Food Security,Staple Crop Production,taro,150,Torba,Motalava
2025,Food Security,Staple Crop Production,taro,150,Torba,East Vanualava
2025,Food Security,Staple Crop Production,taro,150,Torba,West Vanualava
2025,Food Security,Staple Crop Production,taro,150,Torba,Mota
2025,Food Security,Staple Crop Production,taro,150,Torba,East Gaua
2025,Food Security,Staple Crop Production,taro,150,Torba,West Gaua
2025,Food Security,Staple Crop Production,taro,150,Torba,Merelava
2025,Food Security,Staple Crop Production,taro,150,Sanma,Luganville
2025,Food Security,Staple Crop Production,taro,150,Sanma,North West Santo
2025,Food Security,Staple Crop Production,taro,150,Sanma,Big Bay Coast
2025,Food Security,Staple Crop Production,taro,150,Sanma,Big Bay Inland
2025,Food Security,Staple Crop Production,taro,150,Sanma,West Santo
2025,Food Security,Staple Crop Production,taro,150,Sanma,South Santo 1
2025,Food Security,Staple Crop Production,taro,150,Sanma,South Santo 2
2025,Food Security,Staple Crop Production,taro,150,Sanma,East Santo
2025,Food Security,Staple Crop Production,taro,150,Sanma,South East Santo
2025,Food Security,Staple Crop Production,taro,150,Sanma,Canal Fanafo
2025,Food Security,Staple Crop Production,taro,150,Sanma,West Malo
2025,Food Security,Staple Crop Production,taro,150,Sanma,East Malo
2025,Food Security,Staple Crop Production,taro,150,Penama,West Ambae
2025,Food Security,Staple Crop Production,taro,150,Penama,North Ambae
2025,Food Security,Staple Crop Production,taro,150,Penama,East Ambae
2025,Food Security,Staple Crop Production,taro,150,Penama,South Ambae
2025,Food Security,Staple Crop Production,taro,150,Penama,North Maewo
2025,Food Security,Staple Crop Production,taro,150,Penama,South Maewo
2025,Food Security,Staple Crop Production,taro,150,Penama,North Pentecost
2025,Food Security,Staple Crop Production,taro,150,Penama,Central Pentecost 1
2025,Food Security,Staple Crop Production,taro,150,Penama,Central Pentecost 2
2025,Food Security,Staple Crop Production,taro,150,Penama,South Pentecost
2025,Food Security,Staple Crop Production,taro,150,Malampa,North West Malekula
2025,Food Security,Staple Crop Production,taro,150,Malampa,North East Malekula
2025,Food Security,Staple Crop Production,taro,150,Malampa,Central Malekula
2025,Food Security,Staple Crop Production,taro,150,Malampa,South West Malekula
2025,Food Security,Staple Crop Production,taro,150,Malampa,South East Malekula
2025,Food Security,Staple Crop Production,taro,150,Malampa,South Malekula
2025,Food Security,Staple Crop Production,taro,150,Malampa,North Ambrym
2025,Food Security,Staple Crop Production,taro,150,Malampa,West Ambrym
2025,Food Security,Staple Crop Production,taro,150,Malampa,South East Ambrym
2025,Food Security,Staple Crop Production,taro,150,Malampa,Paama
2025,Food Security,Staple Crop Production,taro,150,Shefa,Port Vila
2025,Food Security,Staple Crop Production,taro,150,Shefa,Vermali
2025,Food Security,Staple Crop Production,taro,150,Shefa,Vermaul
2025,Food Security,Staple Crop Production,taro,150,Shefa,Varisu
2025,Food Security,Staple Crop Production,taro,150,Shefa,South Epi
2025,Food Security,Staple Crop Production,taro,150,Shefa,North Tongoa
2025,Food Security,Staple Crop Production,taro,150,Shefa,Makimae
2025,Food Security,Staple Crop Production,taro,150,Shefa,Tongariki
2025,Food Security,Staple Crop Production,taro,150,Shefa,Nguna
2025,Food Security,Staple Crop Production,taro,150,Shefa,Emau
2025,Food Security,Staple Crop Production,taro,150,Shefa,Malorua
2025,Food Security,Staple Crop Production,taro,150,Shefa,North Efate
2025,Food Security,Staple Crop Production,taro,150,Shefa,Mele
2025,Food Security,Staple Crop Production,taro,150,Shefa,Tanvasoko
2025,Food Security,Staple Crop Production,taro,150,Shefa,Ifira
2025,Food Security,Staple Crop Production,taro,150,Shefa,Pango
2025,Food Security,Staple Crop Production,taro,150,Shefa,Erakor
2025,Food Security,Staple Crop Production,taro,150,Shefa,Eratap
2025,Food Security,Staple Crop Production,taro,150,Shefa,Eton
2025,Food Security,Staple Crop Production,taro,150,Tafea,North Erromango
2025,Food Security,Staple Crop Production,taro,150,Tafea,South Erromango
2025,Food Security,Staple Crop Production,taro,150,Tafea,Aniwa
2025,Food Security,Staple Crop Production,taro,150,Tafea,North Tanna
2025,Food Security,Staple Crop Production,taro,150,Tafea,West Tanna
2025,Food Security,Staple Crop Production,taro,150,Tafea,Middle Bush Tanna
2025,Food Security,Staple Crop Production,taro,150,Tafea,South West Tanna
2025,Food Security,Staple Crop Production,taro,150,Tafea,Whitesands
2025,Food Security,Staple Crop Production,taro,150,Tafea,South Tanna
2025,Food Security,Staple Crop Production,taro,150,Tafea,Futuna
2025,Food Security,Staple Crop Production,taro,150,Tafea,Aneityum
2025,Food Security,Staple Crop Production,yam,175,Torba,Torres
2025,Food Security,Staple Crop Production,yam,175,Torba,Ureparapara
2025,Food Security,Staple Crop Production,yam,175,Torba,Motalava
2025,Food Security,Staple Crop Production,yam,175,Torba,East Vanualava
2025,Food Security,Staple Crop Production,yam,175,Torba,West Vanualava
2025,Food Security,Staple Crop Production,yam,175,Torba,Mota
2025,Food Security,Staple Crop Production,yam,175,Torba,East Gaua
2025,Food Security,Staple Crop Production,yam,175,Torba,West Gaua
2025,Food Security,Staple Crop Production,yam,175,Torba,Merelava
2025,Food Security,Staple Crop Production,yam,175,Sanma,Luganville
2025,Food Security,Staple Crop Production,yam,175,Sanma,North West Santo
2025,Food Security,Staple Crop Production,yam,175,Sanma,Big Bay Coast
2025,Food Security,Staple Crop Production,yam,175,Sanma,Big Bay Inland
2025,Food Security,Staple Crop Production,yam,175,Sanma,West Santo
2025,Food Security,Staple Crop Production,yam,175,Sanma,South Santo 1
2025,Food Security,Staple Crop Production,yam,175,Sanma,South Santo 2
2025,Food Security,Staple Crop Production,yam,175,Sanma,East Santo
2025,Food Security,Staple Crop Production,yam,175,Sanma,South East Santo
2025,Food Security,Staple Crop Production,yam,175,Sanma,Canal Fanafo
2025,Food Security,Staple Crop Production,yam,175,Sanma,West Malo
2025,Food Security,Staple Crop Production,yam,175,Sanma,East Malo
2025,Food Security,Staple Crop Production,yam,175,Penama,West Ambae
2025,Food Security,Staple Crop Production,yam,175,Penama,North Ambae
2025,Food Security,Staple Crop Production,yam,175,Penama,East Ambae
2025,Food Security,Staple Crop Production,yam,175,Penama,South Ambae
2025,Food Security,Staple Crop Production,yam,175,Penama,North Maewo
2025,Food Security,Staple Crop Production,yam,175,Penama,South Maewo
2025,Food Security,Staple Crop Production,yam,175,Penama,North Pentecost
2025,Food Security,Staple Crop Production,yam,175,Penama,Central Pentecost 1
2025,Food Security,Staple Crop Production,yam,175,Penama,Central Pentecost 2
2025,Food Security,Staple Crop Production,yam,175,Penama,South Pentecost
2025,Food Security,Staple Crop Production,yam,175,Malampa,North West Malekula
2025,Food Security,Staple Crop Production,yam,175,Malampa,North East Malekula
2025,Food Security,Staple Crop Production,yam,175,Malampa,Central Malekula
2025,Food Security,Staple Crop Production,yam,175,Malampa,South West Malekula
2025,Food Security,Staple Crop Production,yam,175,Malampa,South East Malekula
2025,Food Security,Staple Crop Production,yam,175,Malampa,South Malekula
2025,Food Security,Staple Crop Production,yam,175,Malampa,North Ambrym
2025,Food Security,Staple Crop Production,yam,175,Malampa,West Ambrym
2025,Food Security,Staple Crop Production,yam,175,Malampa,South East Ambrym
2025,Food Security,Staple Crop Production,yam,175,Malampa,Paama
2025,Food Security,Staple Crop Production,yam,175,Shefa,Port Vila
2025,Food Security,Staple Crop Production,yam,175,Shefa,Vermali
2025,Food Security,Staple Crop Production,yam,175,Shefa,Vermaul
2025,Food Security,Staple Crop Production,yam,175,Shefa,Varisu
2025,Food Security,Staple Crop Production,yam,175,Shefa,South Epi
2025,Food Security,Staple Crop Production,yam,175,Shefa,North Tongoa
2025,Food Security,Staple Crop Production,yam,175,Shefa,Makimae
2025,Food Security,Staple Crop Production,yam,175,Shefa,Tongariki
2025,Food Security,Staple Crop Production,yam,175,Shefa,Nguna
2025,Food Security,Staple Crop Production,yam,175,Shefa,Emau
2025,Food Security,Staple Crop Production,yam,175,Shefa,Malorua
2025,Food Security,Staple Crop Production,yam,175,Shefa,North Efate
2025,Food Security,Staple Crop Production,yam,175,Shefa,Mele
2025,Food Security,Staple Crop Production,yam,175,Shefa,Tanvasoko
2025,Food Security,Staple Crop Production,yam,175,Shefa,Ifira
2025,Food Security,Staple Crop Production,yam,175,Shefa,Pango
2025,Food Security,Staple Crop Production,yam,175,Shefa,Erakor
2025,Food Security,Staple Crop Production,yam,175,Shefa,Eratap
2025,Food Security,Staple Crop Production,yam,175,Shefa,Eton
2025,Food Security,Staple Crop Production,yam,175,Tafea,North Erromango
2025,Food Security,Staple Crop Production,yam,175,Tafea,South Erromango
2025,Food Security,Staple Crop Production,yam,175,Tafea,Aniwa
2025,Food Security,Staple Crop Production,yam,175,Tafea,North Tanna
2025,Food Security,Staple Crop Production,yam,175,Tafea,West Tanna
2025,Food Security,Staple Crop Production,yam,175,Tafea,Middle Bush Tanna
2025,Food Security,Staple Crop Production,yam,175,Tafea,South West Tanna
2025,Food Security,Staple Crop Production,yam,175,Tafea,Whitesands
2025,Food Security,Staple Crop Production,yam,175,Tafea,South Tanna
2025,Food Security,Staple Crop Production,yam,175,Tafea,Futuna
2025,Food Security,Staple Crop Production,yam,175,Tafea,Aneityum
2025,Food Security,Cash Crop Production,cocoa,60,Torba,Torres
2025,Food Security,Cash Crop Production,cocoa,60,Torba,Ureparapara
2025,Food Security,Cash Crop Production,cocoa,60,Torba,Motalava
2025,Food Security,Cash Crop Production,cocoa,60,Torba,East Vanualava
2025,Food Security,Cash Crop Production,cocoa,60,Torba,West Vanualava
2025,Food Security,Cash Crop Production,cocoa,60,Torba,Mota
2025,Food Security,Cash Crop Production,cocoa,60,Torba,East Gaua
2025,Food Security,Cash Crop Production,cocoa,60,Torba,West Gaua
2025,Food Security,Cash Crop Production,cocoa,60,Torba,Merelava
2025,Food Security,Cash Crop Production,cocoa,60,Sanma,Luganville
2025,Food Security,Cash Crop Production,cocoa,60,Sanma,North West Santo
2025,Food Security,Cash Crop Production,cocoa,60,Sanma,Big Bay Coast
2025,Food Security,Cash Crop Production,cocoa,60,Sanma,Big Bay Inland
2025,Food Security,Cash Crop Production,cocoa,60,Sanma,West Santo
2025,Food Security,Cash Crop Production,cocoa,60,Sanma,South Santo 1
2025,Food Security,Cash Crop Production,cocoa,60,Sanma,South Santo 2
2025,Food Security,Cash Crop Production,cocoa,60,Sanma,East Santo
2025,Food Security,Cash Crop Production,cocoa,60,Sanma,South East Santo
2025,Food Security,Cash Crop Production,cocoa,60,Sanma,Canal Fanafo
2025,Food Security,Cash Crop Production,cocoa,60,Sanma,West Malo
2025,Food Security,Cash Crop Production,cocoa,60,Sanma,East Malo
2025,Food Security,Cash Crop Production,cocoa,60,Penama,West Ambae
2025,Food Security,Cash Crop Production,cocoa,60,Penama,North Ambae
2025,Food Security,Cash Crop Production,cocoa,60,Penama,East Ambae
2025,Food Security,Cash Crop Production,cocoa,60,Penama,South Ambae
2025,Food Security,Cash Crop Production,cocoa,60,Penama,North Maewo
2025,Food Security,Cash Crop Production,cocoa,60,Penama,South Maewo
2025,Food Security,Cash Crop Production,cocoa,60,Penama,North Pentecost
2025,Food Security,Cash Crop Production,cocoa,60,Penama,Central Pentecost 1
2025,Food Security,Cash Crop Production,cocoa,60,Penama,Central Pentecost 2
2025,Food Security,Cash Crop Production,cocoa,60,Penama,South Pentecost
2025,Food Security,Cash Crop Production,cocoa,60,Malampa,North West Malekula
2025,Food Security,Cash Crop Production,cocoa,60,Malampa,North East Malekula
2025,Food Security,Cash Crop Production,cocoa,60,Malampa,Central Malekula
2025,Food Security,Cash Crop Production,cocoa,60,Malampa,South West Malekula
2025,Food Security,Cash Crop Production,cocoa,60,Malampa,South East Malekula
2025,Food Security,Cash Crop Production,cocoa,60,Malampa,South Malekula
2025,Food Security,Cash Crop Production,cocoa,60,Malampa,North Ambrym
2025,Food Security,Cash Crop Production,cocoa,60,Malampa,West Ambrym
2025,Food Security,Cash Crop Production,cocoa,60,Malampa,South East Ambrym
2025,Food Security,Cash Crop Production,cocoa,60,Malampa,Paama
2025,Food Security,Cash Crop Production,cocoa,60,Shefa,Port Vila
2025,Food Security,Cash Crop Production,cocoa,60,Shefa,Vermali
2025,Food Security,Cash Crop Production,cocoa,60,Shefa,Vermaul
2025,Food Security,Cash Crop Production,cocoa,60,Shefa,Varisu
2025,Food Security,Cash Crop Production,cocoa,60,Shefa,South Epi
2025,Food Security,Cash Crop Production,cocoa,60,Shefa,North Tongoa
