Year,Cluster,Indicator,Attribute,Value,Province,Area Council
2025,Food Security,Cash Crop Production,pepper,1200,Sanma,West Malo
2025,Food Security,Cash Crop Production,pepper,1200,Sanma,East Malo
2025,Food Security,Cash Crop Production,pepper,1200,Penama,West Ambae
2025,Food Security,Cash Crop Production,pepper,1200,Penama,North Ambae
2025,Food Security,Cash Crop Production,pepper,1200,Penama,East Ambae
2025,Food Security,Cash Crop Production,pepper,1200,Penama,South Ambae
2025,Food Security,Cash Crop Production,pepper,1200,Penama,North Maewo
2025,Food Security,Cash Crop Production,pepper,1200,Penama,South Maewo
2025,Food Security,Cash Crop Production,pepper,1200,Penama,North Pentecost
2025,Food Security,Cash Crop Production,pepper,1200,Penama,Central Pentecost 1
2025,Food Security,Cash Crop Production,pepper,1200,Penama,Central Pentecost 2
2025,Food Security,Cash Crop Production,pepper,1200,Penama,South Pentecost
2025,Food Security,Cash Crop Production,pepper,1200,Malampa,North West Malekula
2025,Food Security,Cash Crop Production,pepper,1200,Malampa,North East Malekula
2025,Food Security,Cash Crop Production,pepper,1200,Malampa,Central Malekula
2025,Food Security,Cash Crop Production,pepper,1200,Malampa,South West Malekula
2025,Food Security,Cash Crop Production,pepper,1200,Malampa,South East Malekula
2025,Food Security,Cash Crop Production,pepper,1200,Malampa,South Malekula
2025,Food Security,Cash Crop Production,pepper,1200,Malampa,North Ambrym
2025,Food Security,Cash Crop Production,pepper,1200,Malampa,West Ambrym
2025,Food Security,Cash Crop Production,pepper,1200,Malampa,South East Ambrym
2025,Food Security,Cash Crop Production,pepper,1200,Malampa,Paama
2025,Food Security,Cash Crop Production,pepper,1200,Shefa,Port Vila
2025,Food Security,Cash Crop Production,pepper,1200,Shefa,Vermali
2025,Food Security,Cash Crop Production,pepper,1200,Shefa,Vermaul
2025,Food Security,Cash Crop Production,pepper,1200,Shefa,Varisu
2025,Food Security,Cash Crop Production,pepper,1200,Shefa,South Epi
2025,Food Security,Cash Crop Production,pepper,1200,Shefa,North Tongoa
2025,Food Security,Cash Crop Production,pepper,1200,Shefa,Makimae
2025,Food Security,Cash Crop Production,pepper,1200,Shefa,Tongariki
2025,Food Security,Cash Crop Production,pepper,1200,Shefa,Nguna
2025,Food Security,Cash Crop Production,pepper,1200,Shefa,Emau
2025,Food Security,Cash Crop Production,pepper,1200,Shefa,Malorua
2025,Food Security,Cash Crop Production,pepper,1200,Shefa,North Efate
2025,Food Security,Cash Crop Production,pepper,1200,Shefa,Mele
2025,Food Security,Cash Crop Production,pepper,1200,Shefa,Tanvasoko
2025,Food Security,Cash Crop Production,pepper,1200,Shefa,Ifira
2025,Food Security,Cash Crop Production,pepper,1200,Shefa,Pango
2025,Food Security,Cash Crop Production,pepper,1200,Shefa,Erakor
2025,Food Security,Cash Crop Production,pepper,1200,Shefa,Eratap
2025,Food Security,Cash Crop Production,pepper,1200,Shefa,Eton
2025,Food Security,Cash Crop Production,pepper,1200,Tafea,North Erromango
2025,Food Security,Cash Crop Production,pepper,1200,Tafea,South Erromango
2025,Food Security,Cash Crop Production,pepper,1200,Tafea,Aniwa
2025,Food Security,Cash Crop Production,pepper,1200,Tafea,North Tanna
2025,Food Security,Cash Crop Production,pepper,1200,Tafea,West Tanna
2025,Food Security,Cash Crop Production,pepper,1200,Tafea,Middle Bush Tanna
2025,Food Security,Cash Crop Production,pepper,1200,Tafea,South West Tanna
2025,Food Security,Cash Crop Production,pepper,1200,Tafea,Whitesands
2025,Food Security,Cash Crop Production,pepper,1200,Tafea,South Tanna
2025,Food Security,Cash Crop Production,pepper,1200,Tafea,Futuna
2025,Food Security,Cash Crop Production,pepper,1200,Tafea,Aneityum
2025,Food Security,Cash Crop Production,tahitian lime,225,Torba,Torres
2025,Food Security,Cash Crop Production,tahitian lime,225,Torba,Ureparapara
2025,Food Security,Cash Crop Production,tahitian lime,225,Torba,Motalava
2025,Food Security,Cash Crop Production,tahitian lime,225,Torba,East Vanualava
2025,Food Security,Cash Crop Production,tahitian lime,225,Torba,West Vanualava
2025,Food Security,Cash Crop Production,tahitian lime,225,Torba,Mota
2025,Food Security,Cash Crop Production,tahitian lime,225,Torba,East Gaua
2025,Food Security,Cash Crop Production,tahitian lime,225,Torba,West Gaua
2025,Food Security,Cash Crop Production,tahitian lime,225,Torba,Merelava
2025,Food Security,Cash Crop Production,tahitian lime,225,Sanma,Luganville
2025,Food Security,Cash Crop Production,tahitian lime,225,Sanma,North West Santo
2025,Food Security,Cash Crop Production,tahitian lime,225,Sanma,Big Bay Coast
2025,Food Security,Cash Crop Production,tahitian lime,225,Sanma,Big Bay Inland
2025,Food Security,Cash Crop Production,tahitian lime,225,Sanma,West Santo
2025,Food Security,Cash Crop Production,tahitian lime,225,Sanma,South Santo 1
2025,Food Security,Cash Crop Production,tahitian lime,225,Sanma,South Santo 2
2025,Food Security,Cash Crop Production,tahitian lime,225,Sanma,East Santo
2025,Food Security,Cash Crop Production,tahitian lime,225,Sanma,South East Santo
2025,Food Security,Cash Crop Production,tahitian lime,225,Sanma,Canal Fanafo
2025,Food Security,Cash Crop Production,tahitian lime,225,Sanma,West Malo
2025,Food Security,Cash Crop Production,tahitian lime,225,Sanma,East Malo
2025,Food Security,Cash Crop Production,tahitian lime,225,Penama,West Ambae
2025,Food Security,Cash Crop Production,tahitian lime,225,Penama,North Ambae
2025,Food Security,Cash Crop Production,tahitian lime,225,Penama,East Ambae
2025,Food Security,Cash Crop Production,tahitian lime,225,Penama,South Ambae
2025,Food Security,Cash Crop Production,tahitian lime,225,Penama,North Maewo
2025,Food Security,Cash Crop Production,tahitian lime,225,Penama,South Maewo
2025,Food Security,Cash Crop Production,tahitian lime,225,Penama,North Pentecost
2025,Food Security,Cash Crop Production,tahitian lime,225,Penama,Central Pentecost 1
2025,Food Security,Cash Crop Production,tahitian lime,225,Penama,Central Pentecost 2
2025,Food Security,Cash Crop Production,tahitian lime,225,Penama,South Pentecost
2025,Food Security,Cash Crop Production,tahitian lime,225,Malampa,North West Malekula
2025,Food Security,Cash Crop Production,tahitian lime,225,Malampa,North East Malekula
2025,Food Security,Cash Crop Production,tahitian lime,225,Malampa,Central Malekula
2025,Food Security,Cash Crop Production,tahitian lime,225,Malampa,South West Malekula
2025,Food Security,Cash Crop Production,tahitian lime,225,Malampa,South East Malekula
2025,Food Security,Cash Crop Production,tahitian lime,225,Malampa,South Malekula
2025,Food Security,Cash Crop Production,tahitian lime,225,Malampa,North Ambrym
2025,Food Security,Cash Crop Production,tahitian lime,225,Malampa,West Ambrym
2025,Food Security,Cash Crop Production,tahitian lime,225,Malampa,South East Ambrym
2025,Food Security,Cash Crop Production,tahitian lime,225,Malampa,Paama
2025,Food Security,Cash Crop Production,tahitian lime,225,Shefa,Port Vila
2025,Food Security,Cash Crop Production,tahitian lime,225,Shefa,Vermali
2025,Food Security,Cash Crop Production,tahitian lime,225,Shefa,Vermaul
2025,Food Security,Cash Crop Production,tahitian lime,225,Shefa,Varisu
2025,Food Security,Cash Crop Production,tahitian lime,225,Shefa,South Epi
2025,Food Security,Cash Crop Production,tahitian lime,225,Shefa,North Tongoa
2025,Food Security,Cash Crop Production,tahitian lime,225,Shefa,Makimae
2025,Food Security,Cash Crop Production,tahitian lime,225,Shefa,Tongariki
2025,Food Security,Cash Crop Production,tahitian lime,225,Shefa,Nguna
2025,Food Security,Cash Crop Production,tahitian lime,225,Shefa,Emau
2025,Food Security,Cash Crop Production,tahitian lime,225,Shefa,Malorua
2025,Food Security,Cash Crop Production,tahitian lime,225,Shefa,North Efate
2025,Food Security,Cash Crop Production,tahitian lime,225,Shefa,Mele
2025,Food Security,Cash Crop Production,tahitian lime,225,Shefa,Tanvasoko
2025,Food Security,Cash Crop Production,tahitian lime,225,Shefa,Ifira
2025,Food Security,Cash Crop Production,tahitian lime,225,Shefa,Pango
2025,Food Security,Cash Crop Production,tahitian lime,225,Shefa,Erakor
2025,Food Security,Cash Crop Production,tahitian lime,225,Shefa,Eratap
2025,Food Security,Cash Crop Production,tahitian lime,225,Shefa,Eton
2025,Food Security,Cash Crop Production,tahitian lime,225,Tafea,North Erromango
2025,Food Security,Cash Crop Production,tahitian lime,225,Tafea,South Erromango
2025,Food Security,Cash Crop Production,tahitian lime,225,Tafea,Aniwa
2025,Food Security,Cash Crop Production,tahitian lime,225,Tafea,North Tanna
2025,Food Security,Cash Crop Production,tahitian lime,225,Tafea,West Tanna
2025,Food Security,Cash Crop Production,tahitian lime,225,Tafea,Middle Bush Tanna
2025,Food Security,Cash Crop Production,tahitian lime,225,Tafea,South West Tanna
2025,Food Security,Cash Crop Production,tahitian lime,225,Tafea,Whitesands
2025,Food Security,Cash Crop Production,tahitian lime,225,Tafea,South Tanna
2025,Food Security,Cash Crop Production,tahitian lime,225,Tafea,Futuna
2025,Food Security,Cash Crop Production,tahitian lime,225,Tafea,Aneityum
2025,Food Security,Cash Crop Production,vanilla,10000,Torba,Torres
2025,Food Security,Cash Crop Production,vanilla,10000,Torba,Ureparapara
2025,Food Security,Cash Crop Production,vanilla,10000,Torba,Motalava
2025,Food Security,Cash Crop Production,vanilla,10000,Torba,East Vanualava
2025,Food Security,Cash Crop Production,vanilla,10000,Torba,West Vanualava
2025,Food Security,Cash Crop Production,vanilla,10000,Torba,Mota
2025,Food Security,Cash Crop Production,vanilla,10000,Torba,East Gaua
2025,Food Security,Cash Crop Production,vanilla,10000,Torba,West Gaua
2025,Food Security,Cash Crop Production,vanilla,10000,Torba,Merelava
2025,Food Security,Cash Crop Production,vanilla,10000,Sanma,Luganville
2025,Food Security,Cash Crop Production,vanilla,10000,Sanma,North West Santo
2025,Food Security,Cash Crop Production,vanilla,10000,Sanma,Big Bay Coast
2025,Food Security,Cash Crop Production,vanilla,10000,Sanma,Big Bay Inland
2025,Food Security,Cash Crop Production,vanilla,10000,Sanma,West Santo
2025,Food Security,Cash Crop Production,vanilla,10000,Sanma,South Santo 1
2025,Food Security,Cash Crop Production,vanilla,10000,Sanma,South Santo 2
2025,Food Security,Cash Crop Production,vanilla,10000,Sanma,East Santo
2025,Food Security,Cash Crop Production,vanilla,10000,Sanma,South East Santo
2025,Food Security,Cash Crop Production,vanilla,10000,Sanma,Canal Fanafo
2025,Food Security,Cash Crop Production,vanilla,10000,Sanma,West Malo
2025,Food Security,Cash Crop Production,vanilla,10000,Sanma,East Malo
2025,Food Security,Cash Crop Production,vanilla,10000,Penama,West Ambae
2025,Food Security,Cash Crop Production,vanilla,10000,Penama,North Ambae
2025,Food Security,Cash Crop Production,vanilla,10000,Penama,East Ambae
2025,Food Security,Cash Crop Production,vanilla,10000,Penama,South Ambae
2025,Food Security,Cash Crop Production,vanilla,10000,Penama,North Maewo
2025,Food Security,Cash Crop Production,vanilla,10000,Penama,South Maewo
2025,Food Security,Cash Crop Production,vanilla,10000,Penama,North Pentecost
2025,Food Security,Cash Crop Production,vanilla,10000,Penama,Central Pentecost 1
2025,Food Security,Cash Crop Production,vanilla,10000,Penama,Central Pentecost 2
2025,Food Security,Cash Crop Production,vanilla,10000,Penama,South Pentecost
2025,Food Security,Cash Crop Production,vanilla,10000,Malampa,North West Malekula
2025,Food Security,Cash Crop Production,vanilla,10000,Malampa,North East Malekula
2025,Food Security,Cash Crop Production,vanilla,10000,Malampa,Central Malekula
2025,Food Security,Cash Crop Production,vanilla,10000,Malampa,South West Malekula
2025,Food Security,Cash Crop Production,vanilla,10000,Malampa,South East Malekula
2025,Food Security,Cash Crop Production,vanilla,10000,Malampa,South Malekula
2025,Food Security,Cash Crop Production,vanilla,10000,Malampa,North Ambrym
2025,Food Security,Cash Crop Production,vanilla,10000,Malampa,West Ambrym
2025,Food Security,Cash Crop Production,vanilla,10000,Malampa,South East Ambrym
2025,Food Security,Cash Crop Production,vanilla,10000,Malampa,Paama
2025,Food Security,Cash Crop Production,vanilla,10000,Shefa,Port Vila
2025,Food Security,Cash Crop Production,vanilla,10000,Shefa,Vermali
2025,Food Security,Cash Crop Production,vanilla,10000,Shefa,Vermaul
2025,Food Security,Cash Crop Production,vanilla,10000,Shefa,Varisu
2025,Food Security,Cash Crop Production,vanilla,10000,Shefa,South Epi
2025,Food Security,Cash Crop Production,vanilla,10000,Shefa,North Tongoa
2025,Food Security,Cash Crop Production,vanilla,10000,Shefa,Makimae
2025,Food Security,Cash Crop Production,vanilla,10000,Shefa,Tongariki
2025,Food Security,Cash Crop Production,vanilla,10000,Shefa,Nguna
2025,Food Security,Cash Crop Production,vanilla,10000,Shefa,Emau
2025,Food Security,Cash Crop Production,vanilla,10000,Shefa,Malorua
2025,Food Security,Cash Crop Production,vanilla,10000,Shefa,North Efate
2025,Food Security,Cash Crop Production,vanilla,10000,Shefa,Mele
2025,Food Security,Cash Crop Production,vanilla,10000,Shefa,Tanvasoko
2025,Food Security,Cash Crop Production,vanilla,10000,Shefa,Ifira
2025,Food Security,Cash Crop Production,vanilla,10000,Shefa,Pango
2025,Food Security,Cash Crop Production,vanilla,10000,Shefa,Erakor
2025,Food Security,Cash Crop Production,vanilla,10000,Shefa,Eratap
2025,Food Security,Cash Crop Production,vanilla,10000,Shefa,Eton
2025,Food Security,Cash Crop Production,vanilla,10000,Tafea,North Erromango
2025,Food Security,Cash Crop Production,vanilla,10000,Tafea,South Erromango
2025,Food Security,Cash Crop Production,vanilla,10000,Tafea,Aniwa
2025,Food Security,Cash Crop Production,vanilla,10000,Tafea,North Tanna
2025,Food Security,Cash Crop Production,vanilla,10000,Tafea,West Tanna
2025,Food Security,Cash Crop Production,vanilla,10000,Tafea,Middle Bush Tanna
2025,Food Security,Cash Crop Production,vanilla,10000,Tafea,South West Tanna
2025,Food Security,Cash Crop Production,vanilla,10000,Tafea,Whitesands
2025,Food Security,Cash Crop Production,vanilla,10000,Tafea,South Tanna
2025,Food Security,Cash Crop Production,vanilla,10000,Tafea,Futuna
2025,Food Security,Cash Crop Production,vanilla,10000,Tafea,Aneityum
2025,Food Security,Timber Production,kauri,70000,Torba,Torres
2025,Food Security,Timber Production,kauri,70000,Torba,Ureparapara
2025,Food Security,Timber Production,kauri,70000,Torba,Motalava
2025,Food Security,Timber Production,kauri,70000,Torba,East Vanualava
2025,Food Security,Timber Production,kauri,70000,Torba,West Vanualava
2025,Food Security,Timber Production,kauri,70000,Torba,Mota
2025,Food Security,Timber Production,kauri,70000,Torba,East Gaua
2025,Food Security,Timber Production,kauri,70000,Torba,West Gaua
2025,Food Security,Timber Production,kauri,70000,Torba,Merelava
2025,Food Security,Timber Production,kauri,70000,Sanma,Luganville
2025,Food Security,Timber Production,kauri,70000,Sanma,North West Santo
2025,Food Security,Timber Production,kauri,70000,Sanma,Big Bay Coast
2025,Food Security,Timber Production,kauri,70000,Sanma,Big Bay Inland
2025,Food Security,Timber Production,kauri,70000,Sanma,West Santo
2025,Food Security,Timber Production,kauri,70000,Sanma,South Santo 1
2025,Food Security,Timber Production,kauri,70000,Sanma,South Santo 2
2025,Food Security,Timber Production,kauri,70000,Sanma,East Santo
2025,Food Security,Timber Production,kauri,70000,Sanma,South East Santo
2025,Food Security,Timber Production,kauri,70000,Sanma,Canal Fanafo
2025,Food Security,Timber Production,kauri,70000,Sanma,West Malo
2025,Food Security,Timber Production,kauri,70000,Sanma,East Malo
2025,Food Security,Timber Production,kauri,70000,Penama,West Ambae
2025,Food Security,Timber Production,kauri,70000,Penama,North Ambae
2025,Food Security,Timber Production,kauri,70000,Penama,East Ambae
2025,Food Security,Timber Production,kauri,70000,Penama,South Ambae
2025,Food Security,Timber Production,kauri,70000,Penama,North Maewo
2025,Food Security,Timber Production,kauri,70000,Penama,South Maewo
2025,Food Security,Timber Production,kauri,70000,Penama,North Pentecost
2025,Food Security,Timber Production,kauri,70000,Penama,Central Pentecost 1
2025,Food Security,Timber Production,kauri,70000,Penama,Central Pentecost 2
2025,Food Security,Timber Production,kauri,70000,Penama,South Pentecost
2025,Food Security,Timber Production,kauri,70000,Malampa,North West Malekula
2025,Food Security,Timber Production,kauri,70000,Malampa,North East Malekula
2025,Food Security,Timber Production,kauri,70000,Malampa,Central Malekula
2025,Food Security,Timber Production,kauri,70000,Malampa,South West Malekula
2025,Food Security,Timber Production,kauri,70000,Malampa,South East Malekula
2025,Food Security,Timber Production,kauri,70000,Malampa,South Malekula
2025,Food Security,Timber Production,kauri,70000,Malampa,North Ambrym
2025,Food Security,Timber Production,kauri,70000,Malampa,West Ambrym
2025,Food Security,Timber Production,kauri,70000,Malampa,South East Ambrym
2025,Food Security,Timber Production,kauri,70000,Malampa,Paama
2025,Food Security,Timber Production,kauri,70000,Shefa,Port Vila
2025,Food Security,Timber Production,kauri,70000,Shefa,Vermali
2025,Food Security,Timber Production,kauri,70000,Shefa,Vermaul
2025,Food Security,Timber Production,kauri,70000,Shefa,Varisu
2025,Food Security,Timber Production,kauri,70000,Shefa,South Epi
2025,Food Security,Timber Production,kauri,70000,Shefa,North Tongoa
2025,Food Security,Timber Production,kauri,70000,Shefa,Makimae
2025,Food Security,Timber Production,kauri,70000,Shefa,Tongariki
2025,Food Security,Timber Production,kauri,70000,Shefa,Nguna
2025,Food Security,Timber Production,kauri,70000,Shefa,Emau
2025,Food Security,Timber Production,kauri,70000,Shefa,Malorua
2025,Food Security,Timber Production,kauri,70000,Shefa,North Efate
2025,Food Security,Timber Production,kauri,70000,Shefa,Mele
2025,Food Security,Timber Production,kauri,70000,Shefa,Tanvasoko
2025,Food Security,Timber Production,kauri,70000,Shefa,Ifira
2025,Food Security,Timber Production,kauri,70000,Shefa,Pango
2025,Food Security,Timber Production,kauri,70000,Shefa,Erakor
2025,Food Security,Timber Production,kauri,70000,Shefa,Eratap
2025,Food Security,Timber Production,kauri,70000,Shefa,Eton
2025,Food Security,Timber Production,kauri,70000,Tafea,North Erromango
2025,Food Security,Timber Production,kauri,70000,Tafea,South Erromango
2025,Food Security,Timber Production,kauri,70000,Tafea,Aniwa
2025,Food Security,Timber Production,kauri,70000,Tafea,North Tanna
2025,Food Security,Timber Production,kauri,70000,Tafea,West Tanna
2025,Food Security,Timber Production,kauri,70000,Tafea,Middle Bush Tanna
2025,Food Security,Timber Production,kauri,70000,Tafea,South West Tanna
2025,Food Security,Timber Production,kauri,70000,Tafea,Whitesands
2025,Food Security,Timber Production,kauri,70000,Tafea,South Tanna
2025,Food Security,Timber Production,kauri,70000,Tafea,Futuna
2025,Food Security,Timber Production,kauri,70000,Tafea,Aneityum
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Torba,Torres
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Torba,Ureparapara
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Torba,Motalava
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Torba,East Vanualava
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Torba,West Vanualava
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Torba,Mota
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Torba,East Gaua
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Torba,West Gaua
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Torba,Merelava
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Sanma,Luganville
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Sanma,North West Santo
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Sanma,Big Bay Coast
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Sanma,Big Bay Inland
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Sanma,West Santo
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Sanma,South Santo 1
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Sanma,South Santo 2
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Sanma,East Santo
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Sanma,South East Santo
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Sanma,Canal Fanafo
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Sanma,West Malo
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Sanma,East Malo
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Penama,West Ambae
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Penama,North Ambae
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Penama,East Ambae
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Penama,South Ambae
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Penama,North Maewo
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Penama,South Maewo
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Penama,North Pentecost
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Penama,Central Pentecost 1
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Penama,Central Pentecost 2
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Penama,South Pentecost
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Malampa,North West Malekula
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Malampa,North East Malekula
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Malampa,Central Malekula
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Malampa,South West Malekula
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Malampa,South East Malekula
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Malampa,South Malekula
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Malampa,North Ambrym
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Malampa,West Ambrym
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Malampa,South East Ambrym
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Malampa,Paama
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Shefa,Port Vila
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Shefa,Vermali
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Shefa,Vermaul
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Shefa,Varisu
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Shefa,South Epi
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Shefa,North Tongoa
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Shefa,Makimae
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Shefa,Tongariki
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Shefa,Nguna
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Shefa,Emau
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Shefa,Malorua
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Shefa,North Efate
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Shefa,Mele
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Shefa,Tanvasoko
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Shefa,Ifira
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Shefa,Pango
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Shefa,Erakor
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Shefa,Eratap
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Shefa,Eton
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Tafea,North Erromango
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Tafea,South Erromango
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Tafea,Aniwa
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Tafea,North Tanna
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Tafea,West Tanna
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Tafea,Middle Bush Tanna
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Tafea,South West Tanna
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Tafea,Whitesands
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Tafea,South Tanna
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Tafea,Futuna
2025,Food Security,Timber Production,koyu/natora,1.00E+05,Tafea,Aneityum
2025,Food Security,Timber Production,mahogany,80000,Torba,Torres
2025,Food Security,Timber Production,mahogany,80000,Torba,Ureparapara
2025,Food Security,Timber Production,mahogany,80000,Torba,Motalava
2025,Food Security,Timber Production,mahogany,80000,Torba,East Vanualava
2025,Food Security,Timber Production,mahogany,80000,Torba,West Vanualava
2025,Food Security,Timber Production,mahogany,80000,Torba,Mota
2025,Food Security,Timber Production,mahogany,80000,Torba,East Gaua
2025,Food Security,Timber Production,mahogany,80000,Torba,West Gaua
2025,Food Security,Timber Production,mahogany,80000,Torba,Merelava
2025,Food Security,Timber Production,mahogany,80000,Sanma,Luganville
2025,Food Security,Timber Production,mahogany,80000,Sanma,North West Santo
2025,Food Security,Timber Production,mahogany,80000,Sanma,Big Bay Coast
2025,Food Security,Timber Production,mahogany,80000,Sanma,Big Bay Inland
2025,Food Security,Timber Production,mahogany,80000,Sanma,West Santo
2025,Food Security,Timber Production,mahogany,80000,Sanma,South Santo 1
2025,Food Security,Timber Production,mahogany,80000,Sanma,South Santo 2
2025,Food Security,Timber Production,mahogany,80000,Sanma,East Santo
2025,Food Security,Timber Production,mahogany,80000,Sanma,South East Santo
2025,Food Security,Timber Production,mahogany,80000,Sanma,Canal Fanafo
2025,Food Security,Timber Production,mahogany,80000,Sanma,West Malo
2025,Food Security,Timber Production,mahogany,80000,Sanma,East Malo
2025,Food Security,Timber Production,mahogany,80000,Penama,West Ambae
2025,Food Security,Timber Production,mahogany,80000,Penama,North Ambae
2025,Food Security,Timber Production,mahogany,80000,Penama,East Ambae
2025,Food Security,Timber Production,mahogany,80000,Penama,South Ambae
2025,Food Security,Timber Production,mahogany,80000,Penama,North Maewo
2025,Food Security,Timber Production,mahogany,80000,Penama,South Maewo
2025,Food Security,Timber Production,mahogany,80000,Penama,North Pentecost
2025,Food Security,Timber Production,mahogany,80000,Penama,Central Pentecost 1
2025,Food Security,Timber Production,mahogany,80000,Penama,Central Pentecost 2
2025,Food Security,Timber Production,mahogany,80000,Penama,South Pentecost
2025,Food Security,Timber Production,mahogany,80000,Malampa,North West Malekula
2025,Food Security,Timber Production,mahogany,80000,Malampa,North East Malekula
2025,Food Security,Timber Production,mahogany,80000,Malampa,Central Malekula
2025,Food Security,Timber Production,mahogany,80000,Malampa,South West Malekula
2025,Food Security,Timber Production,mahogany,80000,Malampa,South East Malekula
2025,Food Security,Timber Production,mahogany,80000,Malampa,South Malekula
2025,Food Security,Timber Production,mahogany,80000,Malampa,North Ambrym
2025,Food Security,Timber Production,mahogany,80000,Malampa,West Ambrym
2025,Food Security,Timber Production,mahogany,80000,Malampa,South East Ambrym
2025,Food Security,Timber Production,mahogany,80000,Malampa,Paama
2025,Food Security,Timber Production,mahogany,80000,Shefa,Port Vila
2025,Food Security,Timber Production,mahogany,80000,Shefa,Vermali
2025,Food Security,Timber Production,mahogany,80000,Shefa,Vermaul
2025,Food Security,Timber Production,mahogany,80000,Shefa,Varisu
2025,Food Security,Timber Production,mahogany,80000,Shefa,South Epi
2025,Food Security,Timber Production,mahogany,80000,Shefa,North Tongoa
2025,Food Security,Timber Production,mahogany,80000,Shefa,Makimae
2025,Food Security,Timber Production,mahogany,80000,Shefa,Tongariki
2025,Food Security,Timber Production,mahogany,80000,Shefa,Nguna
2025,Food Security,Timber Production,mahogany,80000,Shefa,Emau
2025,Food Security,Timber Production,mahogany,80000,Shefa,Malorua
2025,Food Security,Timber Production,mahogany,80000,Shefa,North Efate
2025,Food Security,Timber Production,mahogany,80000,Shefa,Mele
2025,Food Security,Timber Production,mahogany,80000,Shefa,Tanvasoko
2025,Food Security,Timber Production,mahogany,80000,Shefa,Ifira
2025,Food Security,Timber Production,mahogany,80000,Shefa,Pango
2025,Food Security,Timber Production,mahogany,80000,Shefa,Erakor
2025,Food Security,Timber Production,mahogany,80000,Shefa,Eratap
2025,Food Security,Timber Production,mahogany,80000,Shefa,Eton
