"Region","total_households","elec_battery lamp","elec_generator","elec_main grid","elec_no access","elec_solar system","cook_bottle gas","cook_open fire","cook_solar power","cook_electricity","cook_wood stove"
"Tanvasoko",1904.00050406432,42.2069149392906,5.83997351969018,1314.01005865807,112.507536494726,425.63117812618,618.658374594213,910.302302939519,43.1140108763775,223.643491946854,71.2295917664571
"Ifira",245.525974562536,1.1212154184573,0,236.576453294489,1.1212154184573,5.60607709228648,86.3335872212118,63.9092788520659,1.1212154184573,85.2123718027545,5.60607709228648
"Pango",486.365911492837,0.991074697425938,0,409.313850036913,5.94644818455563,61.4466312404082,156.589802193298,226.95610571054,14.866120461389,75.3216770043713,3.96429878970375
"Erakor",3298.47690356345,106.947203357859,14.0720004418236,1649.23845178172,216.708806804083,1303.06724091286,652.940820500614,2092.50646569917,74.581602341665,263.146408262101,160.420805036789
"Eratap",1825.63717105486,36.2721964824326,3.62721964824326,709.725977839598,409.875820251488,661.363049196356,298.641084372029,1343.28034306609,56.8264411558111,68.917173316622,36.2721964824326
"Eton",896.651622087837,19.0276792829985,3.56768986556222,64.21841758012,51.1368880730586,757.539481454378,39.2445885211845,795.594840020375,39.2445885211845,13.0815295070615,8.32460968631185
"Tafea",10905.5906037098,2145.96518298,36.2892362695673,1667.25201755975,2372.79431217196,4625.33568632783,174.275506286549,9497.87337770792,696.801808036334,324.475547930883,139.726639018715
"North Erromango",374.158737182642,12.5556623215652,2.51113246431303,0,119.278792054869,233.535319181112,1.25556623215652,360.34750862892,1.25556623215652,0,3.76669869646955
"South Erromango",151.382492979637,7.89821702502455,1.31636950417076,0,88.1967567794408,52.6547801668303,0,61.8693666960257,1.31636950417076,0,86.8803872752701
"Aniwa",140.043923990882,49.3597437017042,1.1479010163187,0,2.2958020326374,86.0925762239027,0,133.156517892969,5.73950508159351,0,0
"North Tanna",1021.95989506718,486.871572563648,2.35203658243308,0,243.435786281824,289.30049963927,0,950.222779302966,69.385079181776,0,2.35203658243308
"West Tanna",3601.9013798503,234.726992120214,5.17780129676941,1667.25201755975,479.809586833965,1178.81276189784,151.882171371903,2903.02059372206,136.348767481595,324.475547930883,43.1483441397452
"Middle Bush Tanna",1581.98340313245,619.196812189965,2.38611488319832,0,628.741271722758,329.283853881369,5.96528720799581,1461.49536595898,108.568227185524,0,3.57917232479749
"South West Tanna",1424.05385466799,45.0697895493327,16.740207546895,0,382.449357032909,977.370579084101,5.15083309135231,1249.07702465294,163.538950650436,0,0
"Whitesands",1782.97527561199,524.220735945039,2.46113021570441,0,356.863881277139,897.081963624255,3.69169532355661,1634.19046322773,140.284422295151,0,0
"South Tanna",403.851005201499,59.5015587600955,0,0,2.53198122383385,341.817465217571,6.32995305958464,379.797183575078,17.723868566837,0,0
"Futuna",87.3229637301334,3.32658909448127,0,0,0,82.3330800884114,0,64.8684873423848,20.7911818405079,0,0
"Aneityum",335.957672295088,103.237509708935,2.19654275976457,0,69.191096932584,157.052807323167,0,299.828086707864,31.8498700165863,0,0
